1,5,I720,OR OR AREA BORN WENT HORSE BOARD OR RAIN ROLL RONS OR
1,5,I600,TEA GONE AREA FLAG LATER HORSE SPRAY RAIN GONE ROSE TEA
1,5,I480,OR GONE RONS BORN OR OR RONS AREA OR
1,5,I360,HER BORN HER BORN HARD LONG GONE ROAST
1,5,I240,GOOD AREA DOOR ONE RONS BORN LOT ON
1,5,I060,HARD FOR RAIN ARE ARE SPRAY INTO AREA
1,5,base,HIS TEA BORN RONS HEAR LATER BORN TEA INTO LOT BORN
1,5,B060,IRIS GOT EAT WROTE RAIN GOING LONG OUT
1,5,B240,BORN REAL TEA HERE AREA RAIN GONE AN
1,5,B360,ARE OR AREA OR ARE AREA GROWN AREA INTO OR RONS
1,5,B480,HARD BORN AREA LARGE RAIN FROM FOR BORN GOOD HEAR GAS
1,5,B600,ON ONE MANY RONS BORN ON CAN RONS
1,5,B720,THEN OTHER GONE AGREE RONS HORSE RONS GONE ON
1,5,B840,THEN ON THEN RAIN AREA SUN AREA RAIN GONE GETS
1,5,jumble,STORE SOFT ROAST ON SUN GONE ON RONS
1,6,I840,HERE SITE EAT RISE THERE EAT
1,6,I720,HEAR CAST RISE SET
1,6,I600,HAS ARE RISE PRESENT SUN SET
1,6,I480,HERE ARE ROSE OUR
1,6,I360,CAST ARE ROAST ROAST TEA
1,6,I240,HAS HORSE ARE ROAST CRAFT
1,6,I060,AS ATE ARE MUST
1,6,base,HER HERE MUST EAT
1,6,B060,HER WROTE ARE ROAST
1,6,B240,CAST USED HARMS AREA ROSE OUR
1,6,B360,SHOOK ATE HAS MUST
1,6,B480,EAT RUNS
1,6,B600,HAS HAS EAT RUNS GIANT SUCH
1,6,B720,HER HERE ARE ARE ROSE
1,6,B840,THE HIS THEN RISE
1,6,jumble,HER CURLY HEAR THERE ROSE
1,7,I840,ATE HER GOT LET
1,7,I720,SITE HER OUR BIT
1,7,I600,ARE AGREE LATER HER FOR FOR EAT
1,7,I480,NEAR NEED ANCIENT FOR LET
1,7,I360,WANT ANGRY WANT WENT GOING LONG NOT NOT
1,7,I240,EARLY ANGRY ARE FEAR GOT
1,7,I060,REAL ANGRY SITE SET IRIS ROSE
1,7,base,WANT ANGRY ARE ARE AT
1,7,B060,ORANGE ANGRY SITE SET ARE SET
1,7,B240,ROLL ANGRY ITS GREEN GOING INTO NOT LET
1,7,B360,REAL AGREE IRIS FEET FOR
1,7,B480,WANT HER GO GO
1,7,B600,HER SITE SET IT
1,7,B720,HER RAIN ANGRY ARE FEET GO GO
1,7,B840,HER EARLY ANGRY ENTER HER HER
1,7,jumble,WANT EAT SET RISE SET GOT
1,8,I840,IN
1,8,I720,TESTS BRING
1,8,I600,THIS THING IN
1,8,I480,
1,8,I360,THESE USING
1,8,I240,EAT HORSE
1,8,I060,GEORGE GWEN
1,8,base,DRY HERE STORE
1,8,B060,
1,8,B240,IN THEN GWEN NOTHING
1,8,B360,SET SET THESE SPRING
1,8,B480,WATER GWEN
1,8,B600,TESTS THINK
1,8,B720,HER AS THESE STORE THESE USING
1,8,B840,IN IN HERE TESTS THING
1,8,jumble,GETTING
1,9,I840,EAT LOOK ELSE EAT ARE EAT EYE EAT
1,9,I720,LOST EYE EYE SITE EAT TOO EYES OTHERS LOT
1,9,I600,LOST ONE LOST INTO ONE TOO TO
1,9,I480,EYE TOO WASTE ONE TOFU EYE GAS
1,9,I360,DIED EAT WELL ELSE TEA EAT
1,9,I240,LOT LOT EYES INTO SAY
1,9,I060,LOT INTO ONE BONE BORN
1,9,base,DOOR IDEAL TESTS INTO TO OUTER EYES
1,9,B060,LOT INTO NO LOT ONLY SOFT
1,9,B240,TWO DOESN'T ELSE GETS SET EAT TOO ALL TOO TWO
1,9,B360,TEA TEA DOESN'T THEIR WELL WOOL TEA EAT DUTCH
1,9,B480,TOO DOOR TOO EAT TOO TOO EYE
1,9,B600,TO TOO THOSE TO TO TO
1,9,B720,HOT HOT DOESN'T THOSE ALLOW ATE TAX ATE EYE EXAMPLES
1,9,B840,TO TOO DOOR ONE ALSO GAS ONE DOOR GAS
1,9,jumble,EAT THESE WELL EAT EAT WANT WE WE
1,10,I840,THICK INTO ITS SEVERE RAIN THIS ROAST INTO HAS
1,10,I720,THERE ITS SITE SITE RAIN THIS GOING EAT
1,10,I600,THICK GETS IT THIS EAT
1,10,I480,THIRTY EAT ITS GETS RAIN EAT ROAST
1,10,I360,THICK GETS SIZED IT THIS EAT
1,10,I240,THICK IRIS DIED IT THIS EAT
1,10,I060,HIS FIRST SEVERE RAIN THIS THAT
1,10,base,THING EAT ITS RAIN THIS DONT INTO THAT
1,10,B060,HIS NOT EAT EAT
1,10,B240,SITE EAT AREA SIZED INTO THIS SITE IRIS IT
1,10,B360,EAT SITE AGREE SIZED INTO EAT ROAST ITS
1,10,B480,THING RAIN THIS EAT
1,10,B600,EAT AREA SITE RAIN EAT EAT
1,10,B720,HOT THICK AREA SIZED IT THAT BEST
1,10,B840,HIS THESE AGREE SIZED RAIN THIS EAT
1,10,jumble,THIRTY RAIN TEA EAT LINES
1,11,I840,IRIS SET IT IRIS WORD
1,11,I720,INTO IRIS IT COST HARD SAID SET
1,11,I600,IT SAID IT SET
1,11,I480,CRAFT WORD SAY SAID EAT
1,11,I360,ITS CAST HORSE WORD IRIS
1,11,I240,SET HARD SET IRIS
1,11,I060,SET HOT CRAFT DRY STORE IRIS
1,11,base,INTO RISE SET NOT CAST WORD
1,11,B060,EAT OCEAN HORSE SAY
1,11,B240,NOT IRIS WORD AT HARD EAT
1,11,B360,EAT CRAFT HARD SAID SET
1,11,B480,SET HEADS ORDER
1,11,B600,SET WORD YET
1,11,B720,AT NOT CENTS WORD SAID EAT
1,11,B840,AT EAT CAST OCEAN WORD AT HARD EAT
1,11,jumble,LOST HOT WHAT SET SITE
1,12,I840,RONS LISTED IRIS EYES
1,12,I720,HER TESTS RAIN TRIM SCALP
1,12,I600,CHAIN ELSE ROAST RAIN GAS
1,12,I480,CHAIN RISE TRAP RAIN GAS SITE
1,12,I360,HER LISTED IRIS IT GOT SITE
1,12,I240,HEADS ITS GROWN RAIN ARE GETS SITE
1,12,I060,RONS RAIN AREA RAIN ARE YEAR
1,12,base,THEN RISE ARE GROWN RAIN
1,12,B060,CENTS LOSE LOT INTO ITS LOT LOT
1,12,B240,COST NOT ATE
1,12,B360,TOO TEETH GOT INTO ITS INTO
1,12,B480,ONE RAIN TEA TEA
1,12,B600,HERE RISE RAIN RONS RAIN OCEAN
1,12,B720,GOT TESTS RAIN GREEN CAN GOT
1,12,B840,OTHER OUTER INTO ATE SITE
1,12,jumble,LOT LINE THEN EAT
1,13,I840,INTO AREA DOCTOR OUT OUT
1,13,I720,INTO AREA NOT OUT NOT THAT
1,13,I600,INTO AREA OUT TOO TOO THAT
1,13,I480,INTO CAST OUT TOFU TOO TOO
1,13,I360,INTO AREA OUT TEA TOO THAT
1,13,I240,INTO CAST OUT TOO OUT
1,13,I060,INTO VAPOR OUT TOO TOO TOO
1,13,base,INTO AREA LOT OUT ARE OUT
1,13,B060,INTO CAST OUT TEA OUT
1,13,B240,INTO AREA TOO THAT
1,13,B360,AT INTO AREA TOO DOCTOR ATE
1,13,B480,TEA INTO CAST ATE TEA SOFT TOO
1,13,B600,GOT INTO CAST OUTER TOO TOO
1,13,B720,HOT INTO THERE SHUT TOO TOO INTO
1,13,B840,IT INTO MAJOR ONCE TOO TOO
1,13,jumble,INTO AREA RUNS OUT OUT
1,14,I840,ATE WASTE NEW STORE OUTER WATER RUNS
1,14,I720,SITE TEETH WHAT NEAR HER TOOK HER ROAST WATCH
1,14,I600,ATE TESTS ONE WASTE ONE NEAR ONE WATER COST SEE
1,14,I480,SITE NEW TWO WASTE NEW THERE OTHER WERE WITH
1,14,I360,SITE TEETH ROAST WASTE NEAR OUTER ATE RUNS TALKED USING
1,14,I240,ATE TEA ONE WASTE GEORGE ONE ONE WANT WATCH
1,14,I060,SITE NEW WASTE NEAR ROSE TALKED WATCH
1,14,base,SITE THAT ATE SITE ATE ONE HER ROAST EACH SET
1,14,B060,SITE WASTE ATE THERE ATE HER ATE MOUTH TOOK SITE
1,14,B240,ATE WASTE ATE NEAR WERE HER HER ROAST WITH
1,14,B360,SITE SEE TWO ROAST WASTE THERE STORE WOUND THE
1,14,B480,SITE NEAR ONE WASTE ATE NEARLY ONE NEAR WATER DUTCH TOOK SITE
1,14,B600,SITE HERE ROSE ATE HERE ATE TAKES WATCH ROSE SIDES
1,14,B720,ONE ATE SEE ONE ROAST THAT THERE ONE NEAR WATER WITH
1,14,B840,ITS OTHERS WASTE HERE ROSE ROSE WITH
1,14,jumble,TOO TEA ROAST WASTE NEAR NEAR ROAST ATE CAST
1,15,I840,EAT WERE YOUNG TESTS RONS
1,15,I720,REAL WERE RONS BEST
1,15,I600,REAL WERE YOUNG TESTS OPEN
1,15,I480,EAT HORSE YOUNG RUNS RISE RONS
1,15,I360,REAL WERE YOUNG ITS TESTS
1,15,I240,REAL TESTS
1,15,I060,ARE HORSE YOUR RUNS
1,15,base,REAL WERE YOUR
1,15,B060,REAL WERE
1,15,B240,REAL ORDER MORE
1,15,B360,ARE WERE CENTS TESTS
1,15,B480,COST
1,15,B600,REAL GEORGE YOGURT COST RONS
1,15,B720,RAIN WE
1,15,B840,WE REAL
1,15,jumble,CAST ORDER LOST LET
1,16,I840,SO AN READING AN
1,16,I720,AN BUYING
1,16,I600,MASTERS BRING
1,16,I480,IRIS
1,16,I360,YOUR ON EATING
1,16,I240,AN AN
1,16,I060,STORE
1,16,base,TEA AN READING
1,16,B060,SAY AN RAISERS RAIN
1,16,B240,STORE RAISERS EARLY
1,16,B360,EYE ANGRY
1,16,B480,IN IN
1,16,B600,SUN SUN AN AN READING
1,16,B720,HUNG AN AN AN EATING
1,16,B840,AN SUN ANGRY AN RAIN
1,16,jumble,YET EARLY
1,17,I840,THERE SMILING NOT ORANGE ITS NEED GIVES NOT
1,17,I720,WENT GOING NOT TRAP NOT GAS NEAR NOT WATCHES
1,17,I600,WORD GOING NOT ORDER NOT HEADACHES
1,17,I480,TEA GOING NOT TRAP OUR EAT NOT GETS
1,17,I360,NEAR MORNING INTO WROTE NOT NOT WENT GETS
1,17,I240,ATE GOING INTO GAS ITS ITS IRIS ITS NONE
1,17,I060,WIRE POURING NOT TRAP INTO ITS NEED IT TREES
1,17,base,WIRE SMILING NOT TRAP NOT IRIS THAT
1,17,B060,ONE GOING NOT NOT TREES
1,17,B240,NEAR LINE INTO LATER ITS WENT GETS
1,17,B360,NEAR GOING NOT GAS NOT ITS NEAR NOT GETS
1,17,B480,WENT EATING INTO ATE NOT NOT HIGH NOT GETS
1,17,B600,WIRE LINES NOT ORDER NOT NOT NEAR NOT TAKES
1,17,B720,WIRE GOING NOT GAS NOT ITS
1,17,B840,NEAR SMILING INTO TRAP INTO NOT WIRE NOT GIVES
1,17,jumble,NEAR LINE INTO GARAGE ITS NEED THESE
1,18,I840,IT'S ITS SITE ROAST TREES OVER COST
1,18,I720,IT'S ITS TEA SOUND OVER COST
1,18,I600,IT'S ITS CAST TREES
1,18,I480,IRIS ITS CAST ROAST AT CAST
1,18,I360,IT'S ITS COST NEAR TEA ITS
1,18,I240,SITE SHE ITS COST
1,18,I060,ITS ITS COST YEAR ITS
1,18,base,IT'S ITS COST STAYED DOOR
1,18,B060,IT'S YEAR SET ROAST TREES OVER CAST
1,18,B240,ITS ITS COST STAYED
1,18,B360,TEA ITS TEA ITS COST
1,18,B480,IS IT'S ITS TESTS
1,18,B600,TO TEA ITS ROAST DOOR TEA
1,18,B720,HER IT'S ITS ROAST STAYED DOOR TEA GETS ITS
1,18,B840,SHE IT'S ITS ROAST STAYED
1,18,jumble,IT'S DO ITS TREES TEA
1,19,I840,EAT EAT HER EAT EAT EAT
1,19,I720,HER HEAR EVER THE
1,19,I600,ENTER EVER HER EAT HER EAT TEA
1,19,I480,EAT EAT RUNS HER
1,19,I360,ENTER HEAR HER
1,19,I240,THERE HERE EAT
1,19,I060,WERE WERE HER
1,19,base,WERE ORDER HERE ROLL DRAW
1,19,B060,HEAR HERE HER EAT SET
1,19,B240,HERE HERE HE
1,19,B360,HER HER HER HER HER ATE TEA
1,19,B480,SET THERE HERE EAT THEY
1,19,B600,HERE HERE TEA
1,19,B720,HE GETS THERE ARE RUNS EAT
1,19,B840,TEA EAT THERE EAT
1,19,jumble,THERE HERE EAT DRY
1,20,I840,ITS LINES LOST LOST OUT LOT LET ITS STORE
1,20,I720,RONS IT THIS IRIS RINGING COST IT STORE EAT
1,20,I600,RONS EAT THAT IRIS RINGING GOT EAT ITS INTO EAT
1,20,I480,ITS IT SET SET INTO SET
1,20,I360,COST EAT THAT COST NOT
1,20,I240,LET WANT TESTS INTO LET LET LET LOT
1,20,I060,THOSE LISTED LOST WANT THAT CASES LOT EAT LOT
1,20,base,LINES ELSE EAT LET CASES WANT LET IT INTO LOT
1,20,B060,SITE LET EAT IT INTO LET LET IT INTO IT
1,20,B240,THIS SITE EAT IT LET IRIS LOST LOT LET OUT IT
1,20,B360,SITE LET CAST LOST NOT LET THAT RISE LOT
1,20,B480,LET OUT EAT THAT INTO STUNG
1,20,B600,GOT THIS SITE LOST EAT ATE CAST RAIN
1,20,B720,IT SITE LINE THEIR CAST EATING
1,20,B840,THAT THOMAS LET LOST EAT IT LET INTO INTO EATING
1,20,jumble,THEIR SITE COST WANT THAT CATCH DONT IT COST EAT TESTS OUTER
1,21,I840,ONE GREEN THEIR LOSE HIS GOT THIS ROAST YOUR AREA LINE TOO
1,21,I720,OR WIRE YOU THIS THING THOSE
1,21,I600,OR LINE LOT RONS THAT LOST
1,21,I480,NEAR HOLE TOOK LOSE GOT MOUSE YOUR OR
1,21,I360,ONE OR TOOK LINE ROSE ONCE TOO
1,21,I240,GREETED TOO RAIN PINT THOSE
1,21,I060,THEIR NEAR ROAST ONE THIS
1,21,base,GOT THIS HIS ONCE RAIN
1,21,B060,HOLE GETS OUT TO RAIN ROSE OUT OUT
1,21,B240,HIS TOO ROAST HIS
1,21,B360,SET GONE ONE OUR NEAR GIANT LINE SET
1,21,B480,OR SOLID OR OPERATION WEREN'T OR TOO
1,21,B600,GONE FOR TOOK LINE INTO GOT
1,21,B720,ONE THEIR OR OR OR TOO
1,21,B840,ONE GWEN BORN OR LINE OR
1,21,jumble,FUN GOT FUN
1,22,I840,GOT OUT
1,22,I720,TOO QUICK
1,22,I600,NO PINT
1,22,I480,IN SNOW
1,22,I360,TOO TOO TOO TOO OUT
1,22,I240,IN ORANGE RAIN
1,22,I060,ON TOOK GOT QUICK
1,22,base,IN IN IN RAIN
1,22,B060,IN RAIN
1,22,B240,TOO TOO QUICK
1,22,B360,GO GO GO QUICK
1,22,B480,GO GOT GOT GOT EQUAL
1,22,B600,NO DOOR OUT
1,22,B720,HOT ON TOO RAIN
1,22,B840,GO GO GOT GOT GOT GOING
1,22,jumble,NOT OUT
1,23,I840,LOT THOSE COST LOST TOO
1,23,I720,LOT TREES ROSE LOSE TOO
1,23,I600,OTHERS COST SO COST TOO
1,23,I480,SO THEIR RISE IRIS SO RONS SO TOO TOO
1,23,I360,LOT IRIS CRAB SO
1,23,I240,LOT IRIS CRAB CAST MUSIC
1,23,I060,SO WHICH WORD ITS SHUT
1,23,base,SO ROSE CRAB LOT LOT
1,23,B060,SO THEIR TOOK COST SO TOFU TOO
1,23,B240,LOT THICK CASES
1,23,B360,TOO THICK CORRECT
1,23,B480,RONS LOT WERE TOO TOO
1,23,B600,SO THICK TOO HER
1,23,B720,CRAB SURE TOO TOO
1,23,B840,SO ROLL IRIS AREA TOO CRAB LOT
1,23,jumble,TO THOSE CORRECT TO ALSO TOO THERE
1,24,I840,COST COST STUNG ITS TAKES
1,24,I720,TOOK SET LOCATE THAT ONCE THESE
1,24,I600,COST MISS STORE SITE INTO SEEM THINKS
1,24,I480,COST SITE LIMIT SEEM IRIS
1,24,I360,COST SET SEEM
1,24,I240,CHOSE SET STORE SET THERE CAST
1,24,I060,ITS SET LOCATE SITE FISHING SEEM SET COST
1,24,base,COST SITE STUNG THEIR SET COMES
1,24,B060,SO TESTS SITE SITE LOSE SEEM TIDES
1,24,B240,CHOSE THESE SITE SEEM TIMES
1,24,B360,COST STRAIN ROAST SITE RISE INTO THESE THAT ITS
1,24,B480,ATE CHOSE LOCATE SITE SITE ATE THEIR TWICE SEE
1,24,B600,COST SET COST SITE USING SEEM
1,24,B720,SET COMES ENEMY SEEM LATER THING SEEM
1,24,B840,SO COST SET SITE SITE USING SEEM
1,24,jumble,CHOSE SLIP SITE SET THICK
1,25,I840,THAT INTO CREATION ITS THOSE COST COMES
1,25,I720,RONS YET CREATION GOT OTHERS COST
1,25,I600,THIRTY GOT CENTS YET CREATION GAS OTHERS RISE COST ITS
1,25,I480,INTO YET CREATION ITS THESE COST
1,25,I360,TRIPS INTO CREATION GAS THIS IRIS
1,25,I240,ITS INTO CREATION IS THICK TESTS
1,25,I060,RONS GOT CREATION GAS THOSE LOST RONS
1,25,base,HOT INTO CREATION TOO THOSE LOST LOST ROSE
1,25,B060,INTO ON CREATION GOT RISE ROSE HORSE COST
1,25,B240,ITS WATERS ITS INTO YET CREATION ITS THOSE COST COST
1,25,B360,YET TOO HERE INTO TOO THICK LOST RONS
1,25,B480,NOT LATER NOT INTO CREATION TO OTHERS INTO
1,25,B600,INTO YET CREATION GAS THOSE TRIPS COST TAKES
1,25,B720,HOT INTO TOO TOO THIS LOST RONS
1,25,B840,HOT INTO YET CREATION GOT OTHERS LOST ROAST
1,25,jumble,GIANT YET CREATION NOT THINK IRIS ALSO GAS
1,26,I840,SET THERE DRY EAT THAT INTO DONT EAT
1,26,I720,SAY THEY DRY ANY IRIS DONT YET
1,26,I600,LOT SET THAT DONT IT'S NOT DONT NOT
1,26,I480,ELSE THERE LET INTO DONT
1,26,I360,THE HAIR EARLY YET WENT
1,26,I240,SAY SAY DRY ARE SAY DONT
1,26,I060,SAY HERE DRY REAL EAT IRIS AT
1,26,base,HIS THERE EVERY REAL CAST HE RONS
1,26,B060,EAT THERE DENSE TEA LISTED DONT
1,26,B240,LAY THERE DRY EYE EAT DONT
1,26,B360,LISTED INTO CENTS
1,26,B480,LINES WERE DRY ANY LISTED DONT
1,26,B600,IRIS THERE DRY DONT
1,26,B720,RAIN THE LET EAT DONT
1,26,B840,EATING ALSO THERE DONT TEA GETS ONE DONT
1,26,jumble,THERE CAST
1,27,I840,NOT YET LET YET AT
1,27,I720,ANY YET AWAY
1,27,I600,YET AWAY GETS BY YET
1,27,I480,AT YET AWAY EYES YET
1,27,I360,AREA AWAY
1,27,I240,ANY YET LET
1,27,I060,YET NEAR AWAY GETS AT
1,27,base,ANY DRY AWAY GETS BY
1,27,B060,TWO WAS BY
1,27,B240,AWAY
1,27,B360,ANY YET AWAY EYES BY
1,27,B480,YET AWAY EYES BY
1,27,B600,NOT YET AWAY EAT AT
1,27,B720,HAS AS GETS AWAY
1,27,B840,WHY AWAY EAT TWO
1,27,jumble,ANY YET AWAY YET
1,28,I840,TO CAN'T WENT AREA TOO OUR
1,28,I720,ITS CAST LATER HOT THAT DARK
1,28,I600,ITS CAST YOGURT TOOK THEN
1,28,I480,ITS CAST CAST ARE THAT DARK ROAST
1,28,I360,ITS CALF LET LOT OUR THEY
1,28,I240,ITS CAN'T WENT WAS WHAT
1,28,I060,WE CAN'T WERE GIFTS WE THOSE
1,28,base,OCEAN TAKE GAS THAT
1,28,B060,CAST LOST GAS THAT
1,28,B240,CAST LARGE AREA THAT DARK
1,28,B360,TEA CAST TAKE LOT THAT CLAY
1,28,B480,LET CAST LARGE TEA TAKE
1,28,B600,HER CHAIN WATER GETS OTHER
1,28,B720,HER CAN THAT DARK
1,28,B840,THE WANT WHAT ORDER OTHER
1,28,jumble,BIT CLAY LOT THAT DARK
2,1,I840,GAS GAS AREA IRIS EAT
2,1,I720,CENTS SURE THIS CAN CHAIN
2,1,I600,HEAR RONS ARE GROWN RONS
2,1,I480,GAS SOME REAL SAW MANS SAW
2,1,I360,HER RONS SOLID ROSE LINE WASTE RISE
2,1,I240,SET RONS SOLID GREEN THIS GAS TRIPS
2,1,I060,WASTE GAS GRADUATION TRIPS
2,1,base,BARBS GAS IRIS AS WARM GAS IRIS
2,1,B060,ARE GROWN CASH
2,1,B240,IRIS SOLID STORE OR WATER FIRES
2,1,B360,WASTE IN GREATLY FISHING IRIS
2,1,B480,BRING WASH GREEN OUR FISHING AGREE
2,1,B600,RISE HIS ROSE SCALP IRIS
2,1,B720,NONE ARE WASH ARE AGREE ARE EDGES
2,1,B840,WANT ARE HORSE SOLID GARAGE WIRE WASTE ARE GREATLY FISHING TREES
2,1,jumble,GETS GONE WATER GAS GETS FISHING IRIS
2,2,I840,DRY COULD WOUND HORSE
2,2,I720,OR HUNG RUNS INTO ATE
2,2,I600,OR OR SURE ONE OUR
2,2,I480,IRIS ENTER RONS
2,2,I360,ONE WROTE BUNKS TOO
2,2,I240,NONE EAT OUR THINK NOT NONE RAISERS
2,2,I060,SOUND NONE
2,2,base,TRIPS HAND COME RAISERS
2,2,B060,ONE OR FIRES RONS RONS
2,2,B240,GONE TOO AREA AT ATE
2,2,B360,ONE CENTS RUNS NONE
2,2,B480,COULD FOR
2,2,B600,OR FOR THOSE FIRST GOOD GONE
2,2,B720,OR RONS OR ONE FOR RAISERS
2,2,B840,OR ONE OFFER WENT SITE NONE NONE RAISERS
2,2,jumble,ROAST SHOOK ATE TREES INTO
2,3,I840,OUT RUNS THAT YOUNG THIS LOST OUT GOT LOT COST
2,3,I720,TOO SOULS THIS SNOW TO TO TOO TOO BOOKS
2,3,I600,LOST OUT IT'S LOST TEA TEA OUR LOST RONS
2,3,I480,OUT THAT ALSO TEA TIM TEA TOO LOST TOO
2,3,I360,COST OUT CAST ONE OVER BONE
2,3,I240,TOO GROOM STUNG SO TOO TOO SO TOO NOT
2,3,I060,HAIR RISE BUT TOO ELSE BONE BUNKS
2,3,base,COST THING THIS COST SO SO TOO TOO COST
2,3,B060,ALSO INTO TOO TOO TOO NOT
2,3,B240,POURING ALSO TOO TOO SO ABOUT TOO
2,3,B360,TO TRIM THAT ALSO INTO TOO TOO TOO TO TOO
2,3,B480,ITS TEA THAT THEIR TOO STUNG ATE TAKE TEA TEA ONE GETS
2,3,B600,TOO GOT THIRTY TOO TOO SO SO TOO TOO
2,3,B720,IT'S YOUNG SEEM TOO TOO TO TO TOO TOO TOO
2,3,B840,THOSE THAT ALSO TO TOO INTO TOO TO
2,3,jumble,SO THEIR YOUNG USING SO INTO SO SO SOFT RONS
2,4,I840,TOO YOUNG LONGER OR OR AGREE
2,4,I720,IRIS OUR
2,4,I600,OR OR OR
2,4,I480,TOO OUR LONGER OR OR
2,4,I360,TOO OUR OR
2,4,I240,IT'S YOUR YOUR
2,4,I060,OR OR YOUR OR
2,4,base,TOO MY MY BOIL
2,4,B060,IT'S SUN ARE
2,4,B240,OR OR NEAR
2,4,B360,ARE OR OR ARE
2,4,B480,OR OR OR
2,4,B600,GO GO HUNG OUR DOOR
2,4,B720,OR OR YOUNG
2,4,B840,GO GO STUNG NEAR
2,4,jumble,OR YOUNG YOU
2,5,I840,ITS THIS
2,5,I720,THE WAS AGREE SURE THESE
2,5,I600,CURLY ATE THIS
2,5,I480,SHE SURE OUR SURE
2,5,I360,THE WASN'T THESE
2,5,I240,CASH ITS THESE
2,5,I060,GETTING SET HEAR SMOOTH THESE THIS SHUT
2,5,base,WERE SET REALLY THOSE THIS SHUT ALSO
2,5,B060,GOT AS SURE
2,5,B240,HAS RONS AS THESE
2,5,B360,SURE LINE ROSE GAS HEAR
2,5,B480,THE RISE WHAT RISE SHUT BUS SURE SHE
2,5,B600,SHE ENTRY HIS ITS RAISERS THIS
2,5,B720,HAS TREES AS THIS SURE SURE SHE
2,5,B840,THIS THAT HE THESE THEIR HAS
2,5,jumble,THE WIRE REFUSE SHUT HAS
2,6,I840,GAS AS AS AS
2,6,I720,ATE ELSE NOT NOT NEAR SET
2,6,I600,ARE ARE LOSE RISE ROAST ASSUME
2,6,I480,OVER OVER LOT SITE FAR ROAST
2,6,I360,LOSE WAS ITS CAST HAS MUST
2,6,I240,ENTRY ROSE GAS AS NEVER
2,6,I060,RONS ROAST ASSUME
2,6,base,GAS INTERVALS RONS EAT ROAST SITE
2,6,B060,SOME SAW HER GAS ROAST ISSUED
2,6,B240,ENTER LOST AS USED
2,6,B360,EAT IS ITS HER IS RISE RUNS ROAST CAST
2,6,B480,HAS INTO DOOR HAS SHUT
2,6,B600,EAT EAT LOSE SURE
2,6,B720,CAST AS ADULT
2,6,B840,HAS HAS HAS AS HER RUNS TREES WASTE
2,6,jumble,HEADS RONS SOUND
2,7,I840,COMES ROSE RAIN EYES RONS TOO GOING EAT RONS MUSIC
